back-door,bathroom,bedroom,fridge-door,front-door,hallway,kitchen,lounge,total-events,unique-locations,active-location-ratio,private-to-public-ratio,location-entropy,location-dominance-ratio,back-and-forth-count,num-transitions,back-door-count-max,back-door-count-mean,back-door-count-std,back-door-count-sum,bathroom-count-max,bathroom-count-mean,bathroom-count-std,bathroom-count-sum,bedroom-count-max,bedroom-count-mean,bedroom-count-std,bedroom-count-sum,fridge-door-count-max,fridge-door-count-mean,fridge-door-count-std,fridge-door-count-sum,front-door-count-max,front-door-count-mean,front-door-count-std,front-door-count-sum,hallway-count-max,hallway-count-mean,hallway-count-std,hallway-count-sum,kitchen-count-max,kitchen-count-mean,kitchen-count-std,kitchen-count-sum,lounge-count-max,lounge-count-mean,lounge-count-std,lounge-count-sum
34.0,53.0,79.0,28.0,0.0,32.0,60.0,0.0,286.0,6.0,0.75,1.4348,2.483,0.2762,31.0,141.0,8.0,4.8571,1.9518,34.0,10.0,3.3125,2.626,53.0,11.0,4.3889,3.1462,79.0,8.0,4.6667,2.4221,28.0,7.8205,3.7669,2.3217,26.2308,6.0,2.6667,1.6143,32.0,15.0,5.4545,4.8449,60.0,13.8056,5.9989,3.9093,87.3333
28.0,48.0,112.0,32.0,0.0,60.0,102.0,4.0,386.0,7.0,0.875,0.9639,2.4575,0.2902,50.0,229.0,4.0,2.3333,1.1547,28.0,14.0,3.6923,3.3512,48.0,14.0,6.5882,4.4449,112.0,12.0,4.0,3.5456,32.0,8.2821,3.6742,2.4246,27.3333,10.0,5.0,2.9848,60.0,22.0,9.2727,6.4201,102.0,2.0,2.0,0.0,4.0
2.0,11.0,43.0,6.0,1.0,16.0,16.0,0.0,95.0,7.0,0.875,1.6875,2.1815,0.4526,12.0,58.0,1.0,1.0,0.0,2.0,4.0,2.75,0.9574,11.0,19.0,6.1429,7.5593,43.0,4.0,3.0,1.4142,6.0,1.0,1.0,2.1312,1.0,12.0,5.3333,5.7735,16.0,12.0,5.3333,5.8595,16.0,13.8056,5.7645,3.8226,84.1389
2.0,15.0,32.0,12.0,2.0,12.0,11.0,1.0,87.0,8.0,1.0,1.9583,2.4579,0.3678,11.0,46.0,2.0,2.0,2.2194,2.0,5.0,3.75,1.2583,15.0,10.0,4.5714,3.5051,32.0,10.0,6.0,5.6569,12.0,2.0,2.0,2.9857,2.0,6.0,4.0,2.0,12.0,7.0,3.6667,2.8868,11.0,1.0,1.0,3.9217,1.0
10.0,52.0,78.0,18.0,3.0,49.0,68.0,12.0,290.0,8.0,1.0,1.0078,2.553,0.269,38.0,171.0,2.0,2.0,0.0,10.0,11.0,3.0588,2.4359,52.0,9.0,4.3333,2.3515,78.0,8.0,6.0,2.0,18.0,2.0,1.5,0.7071,3.0,9.0,3.7692,2.5869,49.0,18.0,5.2308,5.1503,68.0,7.0,4.0,3.0,12.0
24.0,48.0,68.0,10.0,2.0,41.0,53.0,1.0,247.0,8.0,1.0,1.2211,2.4807,0.2753,25.0,149.0,4.0,2.6667,1.118,24.0,14.0,3.6923,3.4973,48.0,10.0,4.25,3.3764,68.0,4.0,3.3333,1.1547,10.0,2.0,2.0,1.7938,2.0,10.0,4.5556,2.5055,41.0,18.0,5.8889,5.2068,53.0,1.0,1.0,3.972,1.0
16.0,30.0,70.0,22.0,0.0,38.0,66.0,3.0,245.0,7.0,0.875,0.9346,2.4612,0.2857,27.0,142.0,6.0,2.6667,1.9664,16.0,3.0,2.5,0.6742,30.0,10.0,4.1176,2.7359,70.0,6.0,3.6667,1.9664,22.0,7.0,3.4091,2.0878,22.1026,8.0,3.4545,2.3394,38.0,14.0,6.0,5.02,66.0,2.0,1.5,0.7071,3.0
12.0,57.0,91.0,32.0,0.0,52.0,87.0,7.0,338.0,7.0,0.875,1.0137,2.471,0.2692,38.0,196.0,4.0,2.0,1.0954,12.0,7.0,3.1667,1.5435,57.0,9.0,4.1364,2.3155,91.0,16.0,6.4,5.8992,32.0,6.65,3.4094,1.8886,24.7,9.0,4.3333,2.2697,52.0,23.0,7.25,6.8507,87.0,2.0,1.1667,0.4082,7.0
22.0,57.0,81.0,20.0,0.0,45.0,76.0,4.0,305.0,7.0,0.875,1.104,2.4805,0.2656,25.0,179.0,4.0,2.75,1.3887,22.0,9.0,3.5625,2.2202,57.0,11.0,4.5,3.2585,81.0,4.0,3.3333,1.0328,20.0,7.7949,3.5288,2.4382,25.359,10.0,4.0909,2.5477,45.0,17.0,7.6,5.0376,76.0,2.0,1.3333,0.5774,4.0
22.0,51.0,104.0,46.0,6.0,73.0,96.0,12.0,410.0,8.0,1.0,0.8564,2.6286,0.2537,60.0,264.0,7.0,3.6667,1.9664,22.0,9.0,3.1875,1.9397,51.0,15.0,5.4737,3.8495,104.0,16.0,7.6667,4.8028,46.0,4.0,3.0,1.4142,6.0,13.0,4.8667,3.3778,73.0,14.0,6.4,4.763,96.0,4.0,2.0,1.2649,12.0
12.0,41.0,69.0,30.0,0.0,53.0,78.0,19.0,302.0,7.0,0.875,0.7333,2.5896,0.2583,49.0,190.0,5.0,1.7143,1.496,12.0,6.0,2.7333,1.2228,41.0,9.0,4.0588,2.4102,69.0,16.0,10.0,5.2915,30.0,6.6216,3.5388,2.0178,21.1081,10.0,4.4167,2.8749,53.0,18.0,7.0909,5.9069,78.0,8.0,2.1111,2.2608,19.0
32.0,41.0,90.0,6.0,3.0,51.0,53.0,7.0,283.0,8.0,1.0,1.1802,2.5026,0.318,31.0,177.0,10.0,4.0,3.3381,32.0,6.0,2.7333,1.387,41.0,12.0,6.0,3.0,90.0,4.0,3.0,1.4142,6.0,3.0,3.0,2.1627,3.0,9.0,4.25,2.7675,51.0,14.0,4.8182,4.5786,53.0,4.0,2.3333,1.5275,7.0
21.0,62.0,93.0,24.0,0.0,46.0,83.0,3.0,332.0,7.0,0.875,1.1742,2.4487,0.2801,33.0,179.0,7.0,2.625,1.9955,21.0,8.0,3.875,2.0936,62.0,12.0,5.1667,3.4343,93.0,6.0,4.0,1.7889,24.0,6.9744,3.6763,1.9784,27.9487,6.0,3.2857,1.5898,46.0,20.0,6.9167,6.0821,83.0,2.0,1.5,0.7071,3.0
9.0,47.0,84.0,16.0,0.0,39.0,91.0,2.0,288.0,7.0,0.875,0.9924,2.2988,0.316,27.0,149.0,3.0,1.8,0.8367,9.0,7.0,3.3571,1.9457,47.0,17.0,4.6667,4.1445,84.0,6.0,4.0,1.633,16.0,8.75,3.9429,2.6929,28.55,10.0,3.5455,2.5045,39.0,21.0,8.2727,6.2784,91.0,1.0,1.0,0.0,2.0
27.0,62.0,76.0,14.0,1.0,38.0,61.0,5.0,284.0,8.0,1.0,1.3269,2.5212,0.2676,38.0,165.0,10.0,5.4,4.5056,27.0,12.0,4.1333,2.9968,62.0,12.0,4.2222,3.04,76.0,6.0,3.5,1.9149,14.0,1.0,1.0,2.2847,1.0,6.0,3.1667,1.9462,38.0,18.0,5.0833,4.9075,61.0,2.0,1.6667,0.5774,5.0
23.0,41.0,73.0,22.0,1.0,44.0,83.0,6.0,293.0,8.0,1.0,0.8571,2.5343,0.2833,31.0,170.0,6.0,2.875,1.6421,23.0,6.0,2.7333,1.4864,41.0,13.0,4.2941,3.6702,73.0,6.0,3.6667,1.5055,22.0,1.0,1.0,2.1682,1.0,7.0,3.3846,1.7578,44.0,17.0,6.3846,6.131,83.0,2.0,1.2,0.4472,6.0
10.0,43.0,78.0,30.0,0.0,33.0,73.0,3.0,270.0,7.0,0.875,1.1101,2.4209,0.2889,33.0,146.0,4.0,2.5,1.0,10.0,9.0,2.8667,2.2318,43.0,17.0,4.5882,4.0165,78.0,10.0,6.0,3.7417,30.0,6.5789,3.5634,1.8409,21.8684,5.0,3.0,1.3416,33.0,20.0,7.3,6.5158,73.0,1.0,1.0,0.0,3.0
6.0,71.0,89.0,4.0,0.0,31.0,30.0,0.0,231.0,6.0,0.75,2.623,2.0627,0.3853,35.0,136.0,2.0,2.0,0.0,6.0,11.0,4.7333,2.8402,71.0,14.0,4.9444,3.6537,89.0,2.0,2.0,0.0,4.0,6.0811,3.3893,1.8716,20.3243,7.0,3.1,2.331,31.0,9.0,3.75,2.5495,30.0,14.4167,6.6556,4.1572,87.5
10.0,65.0,87.0,20.0,7.0,72.0,99.0,35.0,395.0,8.0,1.0,0.7379,2.6223,0.2506,43.0,251.0,6.0,3.3333,2.3094,10.0,16.0,4.3333,3.6187,65.0,12.0,4.5789,3.595,87.0,8.0,5.0,2.582,20.0,4.0,2.3333,1.5275,7.0,16.0,5.5385,4.0128,72.0,20.0,7.6154,5.7379,99.0,16.0,5.0,5.2281,35.0
8.0,49.0,89.0,10.0,0.0,33.0,48.0,4.0,241.0,7.0,0.875,1.6235,2.3062,0.3693,42.0,144.0,2.0,2.0,0.0,8.0,13.0,3.7692,3.3455,49.0,21.0,5.2353,5.0932,89.0,5.0,3.3333,2.0817,10.0,7.0256,3.5532,2.074,23.5385,7.0,3.6667,2.3452,33.0,16.0,5.3333,4.5277,48.0,2.0,1.3333,0.5774,4.0
4.0,37.0,68.0,18.0,2.0,36.0,79.0,2.0,246.0,8.0,1.0,0.8974,2.3414,0.3211,28.0,127.0,2.0,2.0,0.0,4.0,4.0,2.4667,1.1872,37.0,9.0,3.7778,2.4146,68.0,6.0,3.6,1.6733,18.0,2.0,2.0,2.2045,2.0,8.0,4.0,2.1794,36.0,19.0,8.7778,6.4957,79.0,1.0,1.0,0.0,2.0
10.0,62.0,87.0,26.0,1.0,39.0,86.0,0.0,311.0,7.0,0.875,1.192,2.3518,0.2797,32.0,175.0,2.0,2.0,0.0,10.0,12.0,4.1333,3.0441,62.0,9.0,5.1176,2.3152,87.0,7.0,5.2,1.3038,26.0,1.0,1.0,2.0325,1.0,6.0,3.5455,1.9164,39.0,21.0,8.6,5.0596,86.0,13.973,6.296,4.0623,89.8108
24.0,40.0,87.0,26.0,0.0,39.0,83.0,1.0,300.0,7.0,0.875,1.0325,2.4257,0.29,32.0,170.0,8.0,4.0,2.0976,24.0,7.0,2.5,1.8974,40.0,10.0,5.1176,2.9975,87.0,10.0,3.7143,2.9277,26.0,9.2162,3.8322,2.8001,29.9459,6.0,3.9,1.9692,39.0,22.0,8.3,6.6173,83.0,1.0,1.0,3.9127,1.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.125,1.0,-0.0,1.0,0.0,1.0,4.0,4.0,1.3308,4.0,2.2222,1.8935,0.7253,3.3333,1.0,1.0,1.8887,1.0,2.0,2.0,3.0319,2.0,3.0,2.5556,1.1547,4.6667,2.6154,2.0833,1.2095,4.0,3.5556,2.8148,2.3161,5.6667,3.0,2.0952,1.4673,4.7143
14.9762,44.5952,74.8095,21.7381,1.3571,41.1667,68.4762,5.5476,272.6667,7.1429,0.8929,1.1482,2.3928,0.3201,32.2143,158.4286,4.619,2.7332,1.3308,15.0714,8.4339,3.2846,2.0817,44.6746,11.9286,4.638,3.3696,74.8095,8.7619,4.9726,3.0319,21.7857,4.9463,2.8872,1.9952,14.1911,8.6575,4.0407,2.5176,41.2619,17.5608,6.7585,5.6144,68.6111,3.8334,2.0811,1.4397,13.9642
6.0,25.0,28.0,16.0,0.0,25.0,42.0,3.0,145.0,7.0,0.875,0.7571,2.5072,0.2897,23.0,89.0,4.0,3.0,1.4142,6.0,5.0,2.7778,1.2019,25.0,8.0,3.5,2.0702,28.0,8.0,5.3333,3.0551,16.0,6.3415,3.6128,2.4319,14.1707,10.0,4.1667,3.0605,25.0,23.0,8.4,8.735,42.0,1.0,1.0,0.0,3.0
12.0,54.0,88.0,24.0,0.0,41.0,96.0,2.0,317.0,7.0,0.875,1.0216,2.3586,0.3028,27.0,158.0,3.0,2.0,0.6325,12.0,10.0,3.6,2.0284,54.0,12.0,4.6316,3.531,88.0,10.0,4.8,3.3466,24.0,6.619,3.3289,1.8379,24.3333,6.0,3.1538,1.6251,41.0,23.0,7.3846,7.0538,96.0,1.0,1.0,0.0,2.0
16.0,37.0,62.0,16.0,0.0,29.0,51.0,4.0,215.0,7.0,0.875,1.1786,2.5013,0.2884,19.0,111.0,8.0,4.0,2.8284,16.0,11.0,4.1111,3.0596,37.0,14.0,4.4286,4.0897,62.0,5.0,3.2,1.7889,16.0,7.7442,3.5833,2.2551,26.9767,6.0,4.1429,1.5736,29.0,15.0,7.2857,5.4072,51.0,2.0,1.3333,0.5774,4.0
24.0,46.0,82.0,38.0,4.0,66.0,88.0,15.0,363.0,8.0,1.0,0.7574,2.6668,0.2424,39.0,221.0,5.0,3.0,1.1952,24.0,10.0,3.0667,2.1865,46.0,12.0,4.5556,3.0141,82.0,18.0,12.6667,9.2376,38.0,2.0,1.3333,0.5774,4.0,14.0,5.5,3.5802,66.0,23.0,8.0,7.225,88.0,6.0,3.0,2.7386,15.0
2.0,9.0,19.0,2.0,0.0,6.0,6.0,1.0,45.0,7.0,0.875,2.1538,2.2861,0.4222,11.0,33.0,2.0,2.0,1.3398,2.0,4.0,2.25,1.2583,9.0,9.0,3.8,3.1145,19.0,2.0,2.0,3.4707,2.0,6.0238,3.2391,1.6529,23.5238,6.0,6.0,3.4501,6.0,6.0,6.0,4.472,6.0,1.0,1.0,3.7658,1.0
12.0,51.0,85.0,20.0,0.0,33.0,52.0,1.0,254.0,7.0,0.875,1.5814,2.3728,0.3346,31.0,140.0,4.0,3.0,0.8165,12.0,13.0,3.1875,2.9033,51.0,16.0,4.4737,3.9773,85.0,10.0,6.6667,3.0551,20.0,6.9111,3.3703,2.0667,25.8667,11.0,3.3,3.2677,33.0,18.0,5.2,6.7954,52.0,1.0,1.0,3.8617,1.0
30.0,40.0,77.0,50.0,4.0,69.0,112.0,14.0,396.0,8.0,1.0,0.6,2.6444,0.2828,35.0,226.0,7.0,3.3333,1.8708,30.0,8.0,3.3333,2.1462,40.0,9.0,4.8125,2.3157,77.0,24.0,8.3333,8.6178,50.0,2.0,2.0,0.0,4.0,9.0,5.75,2.6671,69.0,24.0,9.3333,7.2905,112.0,4.0,2.3333,1.2111,14.0
20.0,61.0,92.0,32.0,0.0,48.0,77.0,8.0,338.0,7.0,0.875,1.1504,2.534,0.2722,35.0,209.0,6.0,2.5,1.5119,20.0,7.0,3.8125,1.8697,61.0,11.0,5.4118,2.9803,92.0,18.0,8.0,6.733,32.0,7.5,3.6537,2.2607,25.9565,9.0,4.3636,2.8026,48.0,22.0,7.0,6.0992,77.0,4.0,4.0,0.0,8.0
17.0,39.0,95.0,12.0,0.0,45.0,58.0,5.0,271.0,7.0,0.875,1.2407,2.3948,0.3506,36.0,164.0,4.0,2.4286,0.9759,17.0,6.0,2.6,1.6388,39.0,12.0,5.5882,3.4471,95.0,8.0,6.0,2.8284,12.0,8.6222,3.9387,2.6757,27.7556,11.0,4.0909,2.9818,45.0,15.0,5.2727,5.0614,58.0,2.0,1.25,0.5,5.0
6.0,38.0,71.0,20.0,0.0,32.0,60.0,1.0,228.0,7.0,0.875,1.172,2.3398,0.3114,31.0,131.0,2.0,1.5,0.5774,6.0,4.0,2.5333,1.302,38.0,9.0,4.1765,2.4555,71.0,7.0,5.0,1.8257,20.0,7.1778,3.2051,2.1345,22.4667,7.0,2.6667,1.6143,32.0,15.0,5.0,3.7417,60.0,1.0,1.0,3.8473,1.0
29.0,20.0,12.0,27.0,44.0,0.0,64.0,48.0,244.0,7.0,0.875,0.2857,2.6397,0.2623,25.0,121.0,25.0,9.6667,13.2791,29.0,7.0,4.0,2.5495,20.0,6.0,4.0,2.6458,12.0,10.0,5.4,3.8471,27.0,18.0,11.0,8.2462,44.0,13.5,6.0119,4.0795,81.75,22.0,7.1111,6.8819,64.0,8.0,4.8,2.2509,48.0
10.0,34.0,29.0,76.0,23.0,45.0,65.0,100.0,382.0,8.0,1.0,0.3,2.7425,0.2618,37.0,238.0,4.0,2.5,1.0,10.0,13.0,2.8333,3.38,34.0,4.0,1.9333,1.0998,29.0,16.0,5.8462,4.4318,76.0,6.0,3.8333,1.6021,23.0,10.0,5.625,3.5832,45.0,11.0,4.0625,2.8628,65.0,11.0,7.1429,2.8785,100.0
14.0,30.0,41.0,82.0,30.0,113.0,74.0,95.0,479.0,8.0,1.0,0.2518,2.7598,0.2359,47.0,322.0,5.0,2.3333,1.3663,14.0,13.0,3.3333,3.873,30.0,7.0,2.2778,1.638,41.0,16.0,4.8235,3.6782,82.0,5.0,3.3333,1.118,30.0,12.0,4.913,3.7406,113.0,8.0,3.7,2.3864,74.0,10.0,5.0,3.1972,95.0
18.0,43.0,39.0,66.0,32.0,116.0,70.0,89.0,473.0,8.0,1.0,0.2982,2.8088,0.2452,59.0,335.0,6.0,3.0,1.7889,18.0,12.0,2.6875,2.8453,43.0,7.0,2.7857,1.5281,39.0,20.0,5.0769,5.5747,66.0,6.0,2.6667,1.3027,32.0,12.0,5.2727,2.8146,116.0,9.0,3.6842,2.2621,70.0,11.0,5.5625,2.6069,89.0
8.0,28.0,25.0,58.0,31.0,105.0,68.0,82.0,405.0,8.0,1.0,0.2078,2.7153,0.2593,40.0,289.0,2.0,2.0,0.0,8.0,10.0,2.8,2.8206,28.0,4.0,2.2727,1.1909,25.0,16.0,4.8333,3.9505,58.0,8.0,3.875,2.2952,31.0,14.0,5.25,3.4009,105.0,16.0,3.5789,3.5795,68.0,10.0,4.8235,2.744,82.0
8.0,31.0,25.0,64.0,10.0,95.0,88.0,101.0,422.0,8.0,1.0,0.1972,2.617,0.2393,42.0,280.0,2.0,2.0,0.0,8.0,10.0,3.1,3.4785,31.0,5.0,1.6667,1.1127,25.0,14.0,4.2667,3.1275,64.0,6.0,2.5,2.3805,10.0,9.0,4.5238,2.2499,95.0,13.0,4.1905,3.1721,88.0,10.0,5.05,2.3946,101.0
8.0,43.0,26.0,50.0,20.0,90.0,54.0,85.0,376.0,8.0,1.0,0.3013,2.7354,0.2394,36.0,261.0,2.0,2.0,0.0,8.0,11.0,4.3,3.802,43.0,5.0,2.1667,1.3371,26.0,18.0,4.1667,4.6286,50.0,6.0,3.3333,2.0656,20.0,16.0,5.0,3.6782,90.0,8.0,3.0,2.142,54.0,12.0,5.3125,3.341,85.0
8.0,30.0,32.0,60.0,10.0,83.0,64.0,100.0,387.0,8.0,1.0,0.251,2.6625,0.2584,19.0,247.0,2.0,2.0,0.0,8.0,6.0,2.5,1.8829,30.0,5.0,2.9091,1.446,32.0,16.0,4.0,3.6253,60.0,4.0,3.3333,1.1547,10.0,8.0,3.9524,1.8021,83.0,7.0,3.0476,2.061,64.0,17.0,5.2632,3.2972,100.0
10.0,32.0,30.0,79.0,12.0,95.0,62.0,92.0,412.0,8.0,1.0,0.249,2.6794,0.2306,32.0,275.0,4.0,2.5,1.291,10.0,10.0,2.2857,2.5549,32.0,6.0,2.3077,1.7022,30.0,17.0,6.5833,5.2994,79.0,2.0,2.0,0.0,12.0,8.0,4.3182,1.9853,95.0,7.0,3.4444,1.5801,62.0,12.0,5.1111,2.9682,92.0
14.0,48.0,49.0,64.0,34.0,145.0,84.0,106.0,544.0,8.0,1.0,0.2896,2.7553,0.2665,71.0,380.0,4.0,2.8,1.0954,14.0,15.0,3.6923,4.008,48.0,10.0,4.0833,2.6097,49.0,22.0,6.4,6.3105,64.0,10.0,3.7778,2.7285,34.0,25.0,7.25,5.8479,145.0,13.0,4.4211,3.3051,84.0,13.0,6.2353,2.9054,106.0
12.0,35.0,32.0,64.0,16.0,108.0,70.0,88.0,425.0,8.0,1.0,0.2519,2.7135,0.2541,51.0,301.0,4.0,2.4,0.8944,12.0,9.0,2.6923,2.689,35.0,6.0,4.0,1.6036,32.0,14.0,4.9231,3.6162,64.0,2.0,2.0,0.0,16.0,10.0,5.1429,2.4553,108.0,7.0,3.5,2.0647,70.0,9.0,4.8889,2.2199,88.0
8.0,39.0,21.0,34.0,22.0,73.0,42.0,45.0,284.0,8.0,1.0,0.375,2.8014,0.257,37.0,204.0,6.0,4.0,2.8284,8.0,16.0,3.9,4.8865,39.0,8.0,2.625,2.3867,21.0,12.0,4.25,3.4538,34.0,6.0,3.6667,1.5055,22.0,13.0,4.5625,3.8638,73.0,9.0,3.2308,2.2787,42.0,7.0,4.5,2.5495,45.0
12.0,43.0,50.0,62.0,22.0,110.0,80.0,123.0,502.0,8.0,1.0,0.2971,2.7336,0.245,46.0,350.0,4.0,2.4,0.8944,12.0,10.0,3.0714,2.8138,43.0,8.0,3.3333,2.582,50.0,14.0,4.4286,3.2514,62.0,5.0,2.4444,1.0138,22.0,13.0,5.2381,3.4191,110.0,11.0,3.8095,3.0269,80.0,15.0,6.4737,3.6873,123.0
7.0,23.0,44.0,40.0,6.0,72.0,59.0,62.0,313.0,8.0,1.0,0.3472,2.6901,0.23,32.0,219.0,3.0,2.3333,0.5774,7.0,5.0,2.5556,1.6667,23.0,6.0,2.9333,1.9809,44.0,10.0,4.4444,2.7889,40.0,2.0,2.0,0.0,6.0,9.0,4.0,2.3764,72.0,10.0,3.9333,3.0814,59.0,8.0,3.875,2.2174,62.0
10.0,25.0,35.0,58.0,28.0,108.0,78.0,87.0,429.0,8.0,1.0,0.2198,2.7226,0.2517,42.0,307.0,2.0,2.0,0.0,10.0,7.0,2.7778,2.2236,25.0,7.0,2.5,1.8708,35.0,22.0,4.8333,5.5569,58.0,8.0,3.1111,1.965,28.0,15.0,5.4,3.7049,108.0,10.0,3.9,2.9718,78.0,12.0,5.1176,3.039,87.0
8.0,27.0,20.0,64.0,14.0,82.0,56.0,99.0,370.0,8.0,1.0,0.1983,2.6423,0.2676,26.0,241.0,2.0,2.0,0.0,8.0,14.0,2.7,4.0291,27.0,3.0,1.8182,0.8739,20.0,18.0,5.3333,4.3762,64.0,6.0,2.8,1.7889,14.0,9.0,4.1,2.3819,82.0,10.0,3.1111,2.5412,56.0,16.0,5.2105,4.0219,99.0
8.0,35.0,29.0,56.0,18.0,89.0,62.0,72.0,369.0,8.0,1.0,0.287,2.7432,0.2412,47.0,248.0,4.0,2.6667,1.1547,8.0,18.0,2.9167,4.8889,35.0,11.0,3.2222,3.1535,29.0,10.0,4.6667,2.7414,56.0,4.0,2.25,0.7071,18.0,15.0,4.2381,3.3898,89.0,14.0,3.4444,3.0336,62.0,7.0,3.6,2.1126,72.0
12.0,27.0,24.0,40.0,24.0,96.0,77.0,92.0,392.0,8.0,1.0,0.1925,2.6983,0.2449,39.0,279.0,4.0,2.4,0.8944,12.0,9.0,2.7,2.5841,27.0,6.0,2.4,1.8379,24.0,6.0,3.3333,1.557,40.0,4.0,3.0,0.9258,24.0,10.0,4.5714,2.5014,96.0,13.0,4.0526,2.9528,77.0,11.0,5.1111,2.8261,92.0
